Time,Knee Angle,Thigh Roll,Thigh Pitch,Calf Roll,Calf Pitch
198.95,71.32,2.73,61.51,4.64,-9.81
198.96,71.32,2.73,61.51,4.64,-9.81
198.98,71.32,2.73,61.51,4.64,-9.81
198.99,71.32,2.73,61.51,4.64,-9.81
199.00,71.32,2.73,61.51,4.64,-9.81
199.00,71.16,2.73,61.51,4.39,-9.64
199.03,71.16,2.73,61.51,4.39,-9.64
199.03,71.10,2.73,61.51,4.30,-9.58
199.05,71.10,2.73,61.51,4.30,-9.58
199.07,71.10,2.73,61.51,4.30,-9.58
199.08,71.10,2.73,61.51,4.30,-9.58
199.09,71.10,2.73,61.51,4.30,-9.58
199.09,71.05,2.73,61.51,4.31,-9.54
199.12,71.05,2.73,61.51,4.31,-9.54
199.12,71.03,2.73,61.51,4.42,-9.52
199.15,71.03,2.73,61.51,4.42,-9.52
199.15,70.92,2.73,61.51,4.60,-9.41
199.17,70.92,2.73,61.51,4.60,-9.41
199.17,70.88,2.73,61.51,4.64,-9.37
199.20,70.88,2.73,61.51,4.64,-9.37
199.21,70.88,2.73,61.51,4.64,-9.37
199.21,70.84,2.73,61.51,4.67,-9.33
199.23,70.84,2.73,61.51,4.67,-9.33
199.23,70.72,2.73,61.51,4.72,-9.21
199.26,70.72,2.73,61.51,4.72,-9.21
199.26,70.65,2.73,61.51,4.74,-9.14
199.28,70.65,2.73,61.51,4.74,-9.14
199.28,70.44,2.73,61.51,4.81,-8.93
199.31,70.44,2.73,61.51,4.81,-8.93
199.31,70.36,2.73,61.51,4.90,-8.84
199.34,70.36,2.73,61.51,4.90,-8.84
199.34,70.38,2.73,61.51,4.91,-8.87
199.36,70.38,2.73,61.51,4.91,-8.87
199.37,70.38,2.73,61.51,4.91,-8.87
199.37,70.51,2.73,61.51,4.90,-8.99
199.40,70.51,2.73,61.51,4.90,-8.99
199.42,70.51,2.73,61.51,4.90,-8.99
199.43,70.51,2.73,61.51,4.90,-8.99
199.43,70.68,2.73,61.51,4.89,-9.17
199.46,70.68,2.73,61.51,4.89,-9.17
199.46,70.64,2.73,61.51,4.99,-9.13
199.48,70.64,2.73,61.51,4.99,-9.13
199.48,70.60,2.73,61.51,5.05,-9.08
199.51,70.60,2.73,61.51,5.05,-9.08
199.51,70.44,2.73,61.51,5.41,-8.92
199.53,70.44,2.73,61.51,5.41,-8.92
199.53,70.39,2.73,61.51,5.66,-8.88
199.56,70.39,2.73,61.51,5.66,-8.88
199.57,70.39,2.73,61.51,5.66,-8.88
199.57,70.40,2.73,61.51,5.71,-8.88
199.60,70.40,2.73,61.51,5.71,-8.88
199.60,70.61,2.73,61.51,5.59,-9.10
199.63,70.61,2.73,61.51,5.59,-9.10
199.64,70.61,2.73,61.51,5.59,-9.10
199.65,70.61,2.73,61.51,5.59,-9.10
199.67,70.61,2.73,61.51,5.59,-9.10
199.68,70.61,2.73,61.51,5.59,-9.10
199.68,71.67,2.73,61.51,4.69,-10.16
199.71,71.67,2.73,61.51,4.69,-10.16
199.71,71.78,2.73,61.51,4.50,-10.26
199.71,71.79,2.73,61.51,4.45,-10.27
199.71,71.81,2.73,61.51,4.42,-10.30
199.71,71.83,2.73,61.51,4.42,-10.31
199.77,71.83,2.73,61.51,4.42,-10.31
199.78,71.83,2.73,61.51,4.42,-10.31
199.79,71.83,2.73,61.51,4.42,-10.31
199.81,71.83,2.73,61.51,4.42,-10.31
199.82,71.83,2.73,61.51,4.42,-10.31
199.82,72.11,2.73,61.51,4.39,-10.59
199.82,72.34,2.73,61.51,4.10,-10.82
199.86,72.34,2.73,61.51,4.10,-10.82
199.87,72.34,2.73,61.51,4.10,-10.82
199.87,72.70,2.73,61.51,4.39,-11.19
199.90,72.70,2.73,61.51,4.39,-11.19
199.90,72.53,2.73,61.51,4.64,-11.01
199.92,72.53,2.73,61.51,4.64,-11.01
199.94,72.53,2.73,61.51,4.64,-11.01
199.94,72.47,2.73,61.51,4.69,-10.96
199.96,72.47,2.73,61.51,4.69,-10.96
199.97,72.47,2.73,61.51,4.69,-10.96
199.99,72.47,2.73,61.51,4.69,-10.96
200.00,72.47,2.73,61.51,4.69,-10.96
200.00,72.45,2.73,61.51,4.69,-10.94
200.03,72.45,2.73,61.51,4.69,-10.94
200.03,72.65,2.73,61.51,4.54,-11.14
200.05,72.65,2.73,61.51,4.54,-11.14
200.07,72.65,2.73,61.51,4.54,-11.14
200.07,72.69,2.73,61.51,4.53,-11.18
200.07,72.95,2.73,61.51,4.46,-11.43
200.07,73.04,2.73,61.51,4.43,-11.53
200.12,73.04,2.73,61.51,4.43,-11.53
200.12,73.31,2.73,61.51,4.33,-11.80
200.15,73.31,2.73,61.51,4.33,-11.80
200.16,73.31,2.73,61.51,4.33,-11.80
200.17,73.31,2.73,61.51,4.33,-11.80
200.18,73.31,2.73,61.51,4.33,-11.80
200.18,73.41,2.73,61.51,4.29,-11.90
200.21,73.41,2.73,61.51,4.29,-11.90
200.21,73.38,2.73,61.51,4.29,-11.87
200.24,73.38,2.73,61.51,4.29,-11.87
200.25,73.38,2.73,61.51,4.29,-11.87
200.26,73.38,2.73,61.51,4.29,-11.87
200.28,73.38,2.73,61.51,4.29,-11.87
200.29,73.38,2.73,61.51,4.29,-11.87
200.29,73.25,2.73,61.51,4.12,-11.73
200.31,73.25,2.73,61.51,4.12,-11.73
200.31,73.07,2.73,61.51,4.24,-11.56
200.34,73.07,2.73,61.51,4.24,-11.56
200.34,72.97,2.73,61.51,4.40,-11.45
200.37,72.97,2.73,61.51,4.40,-11.45
200.37,72.96,2.73,61.51,4.43,-11.45
200.39,72.96,2.73,61.51,4.43,-11.45
200.41,72.96,2.73,61.51,4.43,-11.45
200.41,72.93,2.73,61.51,4.48,-11.42
200.43,72.93,2.73,61.51,4.48,-11.42
200.43,72.91,2.73,61.51,4.51,-11.39
200.43,72.32,2.73,61.51,4.60,-10.80
200.43,72.25,2.73,61.51,4.59,-10.74
200.43,72.15,2.73,61.51,4.53,-10.64
200.43,72.15,2.73,61.51,4.51,-10.63
200.51,72.15,2.73,61.51,4.51,-10.63
200.52,72.15,2.73,61.51,4.51,-10.63
200.52,72.14,2.73,61.51,4.49,-10.63
200.55,72.14,2.73,61.51,4.49,-10.63
200.55,72.07,2.73,61.51,4.46,-10.56
200.55,72.07,2.73,61.51,4.45,-10.56
200.59,72.07,2.73,61.51,4.45,-10.56
200.59,72.09,2.73,61.51,4.43,-10.57
200.59,72.24,2.73,61.51,4.34,-10.72
200.63,72.24,2.73,61.51,4.34,-10.72
200.63,72.30,2.73,61.51,4.32,-10.78
200.65,72.30,2.73,61.51,4.32,-10.78
200.65,72.40,2.73,61.51,4.24,-10.89
200.68,72.40,2.73,61.51,4.24,-10.89
200.68,72.38,2.73,61.51,4.22,-10.86
200.71,72.38,2.73,61.51,4.22,-10.86
200.72,72.38,2.73,61.51,4.22,-10.86
200.73,72.38,2.73,61.51,4.22,-10.86
200.75,72.38,2.73,61.51,4.22,-10.86
200.75,72.36,2.73,61.51,4.19,-10.84
200.77,72.36,2.73,61.51,4.19,-10.84
200.77,72.35,2.73,61.51,4.15,-10.84
200.80,72.35,2.73,61.51,4.15,-10.84
200.80,72.33,2.73,61.51,4.14,-10.82
200.83,72.33,2.73,61.51,4.14,-10.82
200.83,72.25,2.73,61.51,4.12,-10.74
200.85,72.25,2.73,61.51,4.12,-10.74
200.85,72.20,2.73,61.51,4.11,-10.68
200.88,72.20,2.73,61.51,4.11,-10.68
200.89,72.20,2.73,61.51,4.11,-10.68
200.90,72.20,2.73,61.51,4.11,-10.68
200.92,72.20,2.73,61.51,4.11,-10.68
200.93,72.20,2.73,61.51,4.11,-10.68
200.94,72.20,2.73,61.51,4.11,-10.68
200.96,72.20,2.73,61.51,4.11,-10.68
200.96,72.13,2.73,61.51,4.10,-10.62
200.99,72.13,2.73,61.51,4.10,-10.62
200.99,72.06,2.73,61.51,4.10,-10.55
200.99,71.75,2.73,61.51,4.13,-10.23
201.02,71.75,2.73,61.51,4.13,-10.23
201.03,71.75,2.73,61.51,4.13,-10.23
201.05,71.75,2.73,61.51,4.13,-10.23
201.06,71.75,2.73,61.51,4.13,-10.23
201.06,71.62,2.73,61.51,4.14,-10.10
201.09,71.62,2.73,61.51,4.14,-10.10
201.10,71.62,2.73,61.51,4.14,-10.10
201.10,71.56,2.73,61.51,4.15,-10.05
201.13,71.56,2.73,61.51,4.15,-10.05
201.14,71.56,2.73,61.51,4.15,-10.05
201.14,71.50,2.73,61.51,4.28,-9.99
201.17,71.50,2.73,61.51,4.28,-9.99
201.17,71.52,2.73,61.51,4.31,-10.00
201.19,71.52,2.73,61.51,4.31,-10.00
201.21,71.52,2.73,61.51,4.31,-10.00
201.21,71.53,2.73,61.51,4.35,-10.01
201.23,71.53,2.73,61.51,4.35,-10.01
201.25,71.53,2.73,61.51,4.35,-10.01
201.25,71.53,2.73,61.51,4.38,-10.01
201.27,71.53,2.73,61.51,4.38,-10.01
201.29,71.53,2.73,61.51,4.38,-10.01
201.30,71.53,2.73,61.51,4.38,-10.01
201.31,71.53,2.73,61.51,4.38,-10.01
201.31,71.52,2.73,61.51,4.42,-10.01
201.34,71.52,2.73,61.51,4.42,-10.01
201.34,71.52,2.73,61.51,4.55,-10.01
201.37,71.52,2.73,61.51,4.55,-10.01
201.37,71.54,2.73,61.51,4.58,-10.02
201.37,71.56,2.73,61.51,4.60,-10.05
201.41,71.56,2.73,61.51,4.60,-10.05
201.42,71.56,2.73,61.51,4.60,-10.05
201.44,71.56,2.73,61.51,4.60,-10.05
201.44,71.64,2.73,61.51,4.61,-10.13
201.44,71.79,2.73,61.51,4.56,-10.28
201.44,71.82,2.73,61.51,4.54,-10.31
201.49,71.82,2.73,61.51,4.54,-10.31
201.50,71.82,2.73,61.51,4.54,-10.31
201.52,71.82,2.73,61.51,4.54,-10.31
201.52,71.84,2.73,61.51,4.48,-10.33
201.54,71.84,2.73,61.51,4.48,-10.33
201.55,71.84,2.73,61.51,4.48,-10.33
201.56,71.84,2.73,61.51,4.48,-10.33
201.58,71.84,2.73,61.51,4.48,-10.33
201.59,71.84,2.73,61.51,4.48,-10.33
201.60,71.84,2.73,61.51,4.48,-10.33
201.62,71.84,2.73,61.51,4.48,-10.33
201.62,71.84,2.73,61.51,4.46,-10.33
201.64,71.84,2.73,61.51,4.46,-10.33
201.64,71.84,2.73,61.51,4.44,-10.32
201.64,71.82,2.73,61.51,4.43,-10.31
201.68,71.82,2.73,61.51,4.43,-10.31
201.70,71.82,2.73,61.51,4.43,-10.31
201.71,71.82,2.73,61.51,4.43,-10.31
201.71,71.79,2.73,61.51,4.43,-10.28
201.73,71.79,2.73,61.51,4.43,-10.28
201.75,71.79,2.73,61.51,4.43,-10.28
201.76,71.79,2.73,61.51,4.43,-10.28
201.77,71.79,2.73,61.51,4.43,-10.28
201.78,71.79,2.73,61.51,4.43,-10.28
201.79,71.79,2.73,61.51,4.43,-10.28
201.79,71.71,2.73,61.51,4.43,-10.20
201.82,71.71,2.73,61.51,4.43,-10.20
201.82,71.67,2.73,61.51,4.43,-10.16
201.85,71.67,2.73,61.51,4.43,-10.16
201.85,71.66,2.73,61.51,4.45,-10.15
201.88,71.66,2.73,61.51,4.45,-10.15
201.89,71.66,2.73,61.51,4.45,-10.15
201.90,71.66,2.73,61.51,4.45,-10.15
201.90,71.67,2.73,61.51,4.47,-10.16
201.93,71.67,2.73,61.51,4.47,-10.16
201.93,71.76,2.73,61.51,4.53,-10.25
201.95,71.76,2.73,61.51,4.53,-10.25
201.95,71.87,2.73,61.51,4.52,-10.36
201.98,71.87,2.73,61.51,4.52,-10.36
201.99,71.87,2.73,61.51,4.52,-10.36
201.99,71.89,2.73,61.51,4.50,-10.38
201.99,71.90,2.73,61.51,4.47,-10.39
202.04,71.90,2.73,61.51,4.47,-10.39
202.04,71.84,2.73,61.51,4.37,-10.33
202.06,71.84,2.73,61.51,4.37,-10.33
202.06,72.49,2.73,61.51,4.16,-10.98
202.09,72.49,2.73,61.51,4.16,-10.98
202.09,72.83,2.73,61.51,4.13,-11.31
202.09,72.87,2.73,61.51,4.11,-11.36
202.13,72.87,2.73,61.51,4.11,-11.36
202.14,72.87,2.73,61.51,4.11,-11.36
202.14,72.88,2.73,61.51,4.11,-11.37
202.16,72.88,2.73,61.51,4.11,-11.37
202.16,72.83,2.73,61.51,4.16,-11.31
202.19,72.83,2.73,61.51,4.16,-11.31
202.20,72.83,2.73,61.51,4.16,-11.31
202.22,72.83,2.73,61.51,4.16,-11.31
202.22,72.88,2.73,61.51,4.12,-11.36
202.22,73.06,2.73,61.51,3.92,-11.54
202.26,73.06,2.73,61.51,3.92,-11.54
202.26,73.05,2.73,61.51,3.78,-11.54
202.28,73.05,2.73,61.51,3.78,-11.54
202.30,73.05,2.73,61.51,3.78,-11.54
202.31,73.05,2.73,61.51,3.78,-11.54
202.32,73.05,2.73,61.51,3.78,-11.54
202.34,73.05,2.73,61.51,3.78,-11.54
202.35,73.05,2.73,61.51,3.78,-11.54
202.36,73.05,2.73,61.51,3.78,-11.54
202.36,72.48,2.73,61.51,4.22,-10.97
202.39,72.48,2.73,61.51,4.22,-10.97
202.40,72.48,2.73,61.51,4.22,-10.97
202.41,72.48,2.73,61.51,4.22,-10.97
202.43,72.48,2.73,61.51,4.22,-10.97
202.43,72.50,2.73,61.51,4.16,-10.99
202.43,72.65,2.73,61.51,4.01,-11.14
202.47,72.65,2.73,61.51,4.01,-11.14
202.47,72.72,2.73,61.51,4.06,-11.21
202.49,72.72,2.73,61.51,4.06,-11.21
202.51,72.72,2.73,61.51,4.06,-11.21
202.51,72.79,2.73,61.51,4.19,-11.28
202.53,72.79,2.73,61.51,4.19,-11.28
202.53,72.90,2.73,61.51,4.47,-11.39
202.53,72.82,2.73,61.51,4.69,-11.31
202.57,72.82,2.73,61.51,4.69,-11.31
202.57,72.72,2.73,61.51,4.52,-11.20
202.60,72.72,2.73,61.51,4.52,-11.20
202.61,72.72,2.73,61.51,4.52,-11.20
202.62,72.72,2.73,61.51,4.52,-11.20
202.62,72.57,2.73,61.51,4.39,-11.06
202.62,72.55,2.73,61.51,4.44,-11.03
202.62,72.56,2.73,61.51,4.53,-11.05
202.68,72.56,2.73,61.51,4.53,-11.05
202.68,72.58,2.73,61.51,4.55,-11.06
202.70,72.58,2.73,61.51,4.55,-11.06
202.72,72.58,2.73,61.51,4.55,-11.06
202.73,72.58,2.73,61.51,4.55,-11.06
202.74,72.58,2.73,61.51,4.55,-11.06
202.75,72.58,2.73,61.51,4.55,-11.06
202.75,72.81,2.73,61.51,4.59,-11.30
202.78,72.81,2.73,61.51,4.59,-11.30
202.79,72.81,2.73,61.51,4.59,-11.30
202.79,72.97,2.73,61.51,4.57,-11.46
202.82,72.97,2.73,61.51,4.57,-11.46
202.83,72.97,2.73,61.51,4.57,-11.46
202.84,72.97,2.73,61.51,4.57,-11.46
202.84,73.01,2.73,61.51,4.58,-11.49
202.87,73.01,2.73,61.51,4.58,-11.49
202.87,73.04,2.73,61.51,4.60,-11.53
202.90,73.04,2.73,61.51,4.60,-11.53
202.90,73.04,2.73,61.51,4.62,-11.53
202.93,73.04,2.73,61.51,4.62,-11.53
202.94,73.04,2.73,61.51,4.62,-11.53
202.94,73.04,2.73,61.51,4.63,-11.53
202.97,73.04,2.73,61.51,4.63,-11.53
202.98,73.04,2.73,61.51,4.63,-11.53
202.98,73.07,2.73,61.51,4.70,-11.56
203.00,73.07,2.73,61.51,4.70,-11.56
203.00,73.10,2.73,61.51,4.71,-11.59
203.03,73.10,2.73,61.51,4.71,-11.59
203.04,73.10,2.73,61.51,4.71,-11.59
203.06,73.10,2.73,61.51,4.71,-11.59
203.07,73.10,2.73,61.51,4.71,-11.59
203.08,73.10,2.73,61.51,4.71,-11.59
203.09,73.10,2.73,61.51,4.71,-11.59
203.11,73.10,2.73,61.51,4.71,-11.59
203.12,73.10,2.73,61.51,4.71,-11.59
203.13,73.10,2.73,61.51,4.71,-11.59
203.13,73.39,2.73,61.51,4.74,-11.87
203.13,73.41,2.73,61.51,4.75,-11.90
203.17,73.41,2.73,61.51,4.75,-11.90
203.17,73.48,2.73,61.51,4.78,-11.96
203.17,73.55,2.73,61.51,4.78,-12.04
203.21,73.55,2.73,61.51,4.78,-12.04
203.21,73.65,2.73,61.51,4.76,-12.14
203.23,73.65,2.73,61.51,4.76,-12.14
203.25,73.65,2.73,61.51,4.76,-12.14
203.25,73.73,2.73,61.51,4.74,-12.22
203.28,73.73,2.73,61.51,4.74,-12.22
203.29,73.73,2.73,61.51,4.74,-12.22
203.29,73.75,2.73,61.51,4.72,-12.24
203.31,73.75,2.73,61.51,4.72,-12.24
203.33,73.75,2.73,61.51,4.72,-12.24
203.34,73.75,2.73,61.51,4.72,-12.24
203.35,73.75,2.73,61.51,4.72,-12.24
203.36,73.75,2.73,61.51,4.72,-12.24
203.36,73.74,2.73,61.51,4.71,-12.23
203.39,73.74,2.73,61.51,4.71,-12.23
203.39,73.72,2.73,61.51,4.71,-12.21
203.41,73.72,2.73,61.51,4.71,-12.21
203.43,73.72,2.73,61.51,4.71,-12.21
203.44,73.72,2.73,61.51,4.71,-12.21
203.45,73.72,2.73,61.51,4.71,-12.21
203.45,73.72,2.73,61.51,4.70,-12.21
203.48,73.72,2.73,61.51,4.70,-12.21
203.49,73.72,2.73,61.51,4.70,-12.21
203.50,73.72,2.73,61.51,4.70,-12.21
203.52,73.72,2.73,61.51,4.70,-12.21
203.52,73.73,2.73,61.51,4.70,-12.22
203.52,73.76,2.73,61.51,4.70,-12.24
203.56,73.76,2.73,61.51,4.70,-12.24
203.56,73.76,2.73,61.51,4.69,-12.25
203.56,73.75,2.73,61.51,4.69,-12.24
203.60,73.75,2.73,61.51,4.69,-12.24
203.60,73.70,2.73,61.51,4.70,-12.19
203.62,73.70,2.73,61.51,4.70,-12.19
203.62,73.67,2.73,61.51,4.71,-12.16
203.65,73.67,2.73,61.51,4.71,-12.16
203.67,73.67,2.73,61.51,4.71,-12.16
203.67,73.65,2.73,61.51,4.71,-12.14
203.69,73.65,2.73,61.51,4.71,-12.14
203.69,73.75,2.73,61.51,4.71,-12.24
203.72,73.75,2.73,61.51,4.71,-12.24
203.72,73.76,2.73,61.51,4.70,-12.25
203.75,73.76,2.73,61.51,4.70,-12.25
203.76,73.76,2.73,61.51,4.70,-12.25
203.77,73.76,2.73,61.51,4.70,-12.25
203.79,73.76,2.73,61.51,4.70,-12.25
203.79,73.72,2.73,61.51,4.70,-12.21
203.81,73.72,2.73,61.51,4.70,-12.21
203.82,73.72,2.73,61.51,4.70,-12.21
203.84,73.72,2.73,61.51,4.70,-12.21
203.85,73.72,2.73,61.51,4.70,-12.21
203.85,73.74,2.73,61.51,4.70,-12.22
203.88,73.74,2.73,61.51,4.70,-12.22
203.88,73.74,2.73,61.51,4.70,-12.23
203.90,73.74,2.73,61.51,4.70,-12.23
203.92,73.74,2.73,61.51,4.70,-12.23
203.93,73.74,2.73,61.51,4.70,-12.23
203.93,73.72,2.73,61.51,4.71,-12.21
203.96,73.72,2.73,61.51,4.71,-12.21
203.97,73.72,2.73,61.51,4.71,-12.21
203.98,73.72,2.73,61.51,4.71,-12.21
204.00,73.72,2.73,61.51,4.71,-12.21
204.01,73.72,2.73,61.51,4.71,-12.21
204.03,73.72,2.73,61.51,4.71,-12.21
204.03,73.64,2.73,61.51,4.74,-12.13
204.05,73.64,2.73,61.51,4.74,-12.13
204.06,73.64,2.73,61.51,4.74,-12.13
204.07,73.64,2.73,61.51,4.74,-12.13
204.09,73.64,2.73,61.51,4.74,-12.13
204.09,73.57,2.73,61.51,4.80,-12.05
204.12,73.57,2.73,61.51,4.80,-12.05
204.12,73.53,2.73,61.51,4.80,-12.01
204.14,73.53,2.73,61.51,4.80,-12.01
204.16,73.53,2.73,61.51,4.80,-12.01
204.17,73.53,2.73,61.51,4.80,-12.01
204.18,73.53,2.73,61.51,4.80,-12.01
204.19,73.53,2.73,61.51,4.80,-12.01
204.21,73.53,2.73,61.51,4.80,-12.01
204.22,73.53,2.73,61.51,4.80,-12.01
204.23,73.53,2.73,61.51,4.80,-12.01
204.23,73.51,2.73,61.51,4.79,-12.00
204.26,73.51,2.73,61.51,4.79,-12.00
204.26,73.51,2.73,61.51,4.79,-11.99
204.26,73.52,2.73,61.51,4.80,-12.01
204.30,73.52,2.73,61.51,4.80,-12.01
204.30,73.54,2.73,61.51,4.80,-12.03
204.32,73.54,2.73,61.51,4.80,-12.03
204.34,73.54,2.73,61.51,4.80,-12.03
204.34,73.55,2.73,61.51,4.81,-12.04
204.37,73.55,2.73,61.51,4.81,-12.04
204.37,73.56,2.73,61.51,4.83,-12.05
204.39,73.56,2.73,61.51,4.83,-12.05
204.39,73.56,2.73,61.51,4.83,-12.04
204.42,73.56,2.73,61.51,4.83,-12.04
204.42,73.56,2.73,61.51,4.83,-12.04
204.42,73.56,2.73,61.51,4.83,-12.05
204.42,73.58,2.73,61.51,4.83,-12.06
204.42,73.58,2.73,61.51,4.85,-12.07
204.49,73.58,2.73,61.51,4.85,-12.07
204.50,73.58,2.73,61.51,4.85,-12.07
204.50,73.65,2.73,61.51,4.89,-12.14
204.52,73.65,2.73,61.51,4.89,-12.14
204.52,73.80,2.73,61.51,4.92,-12.29
204.55,73.80,2.73,61.51,4.92,-12.29
204.56,73.80,2.73,61.51,4.92,-12.29
204.56,73.88,2.73,61.51,4.86,-12.37
204.59,73.88,2.73,61.51,4.86,-12.37
204.59,73.88,2.73,61.51,4.83,-12.36
204.59,73.85,2.73,61.51,4.82,-12.34
204.63,73.85,2.73,61.51,4.82,-12.34
204.63,73.85,2.73,61.51,4.82,-12.34
204.63,73.95,2.73,61.51,4.80,-12.44
204.63,74.00,2.73,61.51,4.80,-12.49
204.68,74.00,2.73,61.51,4.80,-12.49
204.68,74.12,2.73,61.51,4.80,-12.61
204.68,74.18,2.73,61.51,4.80,-12.67
204.68,74.21,2.73,61.51,4.79,-12.70
204.68,74.33,2.73,61.51,4.74,-12.82
204.74,74.33,2.73,61.51,4.74,-12.82
204.75,74.33,2.73,61.51,4.74,-12.82
204.77,74.33,2.73,61.51,4.74,-12.82
204.78,74.33,2.73,61.51,4.74,-12.82
204.78,74.45,2.73,61.51,4.72,-12.93
204.78,74.52,2.73,61.51,4.72,-13.00
204.82,74.52,2.73,61.51,4.72,-13.00
204.82,74.53,2.73,61.51,4.72,-13.02
204.85,74.53,2.73,61.51,4.72,-13.02
204.85,74.56,2.73,61.51,4.74,-13.05
204.85,74.58,2.73,61.51,4.77,-13.06
204.89,74.58,2.73,61.51,4.77,-13.06
204.89,74.57,2.73,61.51,4.76,-13.06
204.91,74.57,2.73,61.51,4.76,-13.06
204.93,74.57,2.73,61.51,4.76,-13.06
204.94,74.57,2.73,61.51,4.76,-13.06
204.94,74.61,2.73,61.51,4.75,-13.10
204.97,74.61,2.73,61.51,4.75,-13.10
204.98,74.61,2.73,61.51,4.75,-13.10
204.98,74.60,2.73,61.51,4.76,-13.08
205.01,74.60,2.73,61.51,4.76,-13.08
205.03,74.60,2.73,61.51,4.76,-13.08
205.03,74.61,2.73,61.51,4.78,-13.10
205.03,74.95,2.73,61.51,4.45,-13.43
205.03,75.01,2.73,61.51,4.39,-13.49
205.03,75.12,2.73,61.51,4.33,-13.60
205.09,75.12,2.73,61.51,4.33,-13.60
205.09,75.18,2.73,61.51,4.31,-13.66
205.12,75.18,2.73,61.51,4.31,-13.66
205.12,75.28,2.73,61.51,4.47,-13.77
205.14,75.28,2.73,61.51,4.47,-13.77
205.14,75.26,2.73,61.51,4.54,-13.75
205.17,75.26,2.73,61.51,4.54,-13.75
205.18,75.26,2.73,61.51,4.54,-13.75
205.20,75.26,2.73,61.51,4.54,-13.75
205.20,74.99,2.73,61.51,4.86,-13.48
205.22,74.99,2.73,61.51,4.86,-13.48
205.22,74.52,2.73,61.51,5.27,-13.01
205.25,74.52,2.73,61.51,5.27,-13.01
205.26,74.52,2.73,61.51,5.27,-13.01
205.28,74.52,2.73,61.51,5.27,-13.01
205.28,74.38,2.73,61.51,5.34,-12.87
205.28,74.17,2.73,61.51,5.40,-12.66
205.32,74.17,2.73,61.51,5.40,-12.66
205.33,74.17,2.73,61.51,5.40,-12.66
205.34,74.17,2.73,61.51,5.40,-12.66
205.34,74.12,2.73,61.51,5.39,-12.61
205.37,74.12,2.73,61.51,5.39,-12.61
205.37,74.02,2.73,61.51,5.26,-12.51
205.40,74.02,2.73,61.51,5.26,-12.51
205.41,74.02,2.73,61.51,5.26,-12.51
205.41,73.89,2.73,61.51,5.14,-12.38
205.44,73.89,2.73,61.51,5.14,-12.38
205.45,73.89,2.73,61.51,5.14,-12.38
205.46,73.89,2.73,61.51,5.14,-12.38
205.47,73.89,2.73,61.51,5.14,-12.38
205.49,73.89,2.73,61.51,5.14,-12.38
205.49,73.80,2.73,61.51,5.17,-12.29
205.49,73.76,2.73,61.51,5.19,-12.24
205.53,73.76,2.73,61.51,5.19,-12.24
205.53,73.71,2.73,61.51,5.21,-12.20
205.53,73.64,2.73,61.51,5.25,-12.13
205.53,73.62,2.73,61.51,5.27,-12.11
205.58,73.62,2.73,61.51,5.27,-12.11
205.59,73.62,2.73,61.51,5.27,-12.11
205.60,73.62,2.73,61.51,5.27,-12.11
205.61,73.62,2.73,61.51,5.27,-12.11
205.61,73.59,2.73,61.51,5.29,-12.08
205.64,73.59,2.73,61.51,5.29,-12.08
205.64,73.55,2.73,61.51,5.32,-12.04
205.67,73.55,2.73,61.51,5.32,-12.04
205.68,73.55,2.73,61.51,5.32,-12.04
205.68,73.50,2.73,61.51,5.35,-11.99
205.71,73.50,2.73,61.51,5.35,-11.99
205.72,73.50,2.73,61.51,5.35,-11.99
205.74,73.50,2.73,61.51,5.35,-11.99
205.74,73.43,2.73,61.51,5.39,-11.92
205.77,73.43,2.73,61.51,5.39,-11.92
205.77,73.28,2.73,61.51,5.48,-11.77
205.79,73.28,2.73,61.51,5.48,-11.77
205.79,73.13,2.73,61.51,5.61,-11.62
205.82,73.13,2.73,61.51,5.61,-11.62
205.82,73.08,2.73,61.51,5.68,-11.57
205.82,73.16,2.73,61.51,5.80,-11.65
205.82,73.23,2.73,61.51,5.78,-11.72
205.87,73.23,2.73,61.51,5.78,-11.72
205.87,73.32,2.73,61.51,5.73,-11.81
205.87,73.61,2.73,61.51,5.52,-12.10
205.87,73.84,2.73,61.51,5.37,-12.32
205.93,73.84,2.73,61.51,5.37,-12.32
205.93,74.29,2.73,61.51,5.19,-12.78
205.96,74.29,2.73,61.51,5.19,-12.78
205.97,74.29,2.73,61.51,5.19,-12.78
205.97,74.36,2.73,61.51,5.17,-12.85
205.97,74.41,2.73,61.51,5.16,-12.90
205.97,74.45,2.73,61.51,5.14,-12.94
206.02,74.45,2.73,61.51,5.14,-12.94
206.02,74.52,2.73,61.51,5.13,-13.00
206.04,74.52,2.73,61.51,5.13,-13.00
206.06,74.52,2.73,61.51,5.13,-13.00
206.07,74.52,2.73,61.51,5.13,-13.00
206.07,74.55,2.73,61.51,5.12,-13.03
206.07,74.59,2.73,61.51,4.96,-13.08
206.07,74.62,2.73,61.51,4.89,-13.11
206.12,74.62,2.73,61.51,4.89,-13.11
206.14,74.62,2.73,61.51,4.89,-13.11
206.14,74.66,2.73,61.51,4.83,-13.15
206.14,74.76,2.73,61.51,4.75,-13.24
206.18,74.76,2.73,61.51,4.75,-13.24
206.19,74.76,2.73,61.51,4.75,-13.24
206.19,74.75,2.73,61.51,4.75,-13.24
206.22,74.75,2.73,61.51,4.75,-13.24
206.23,74.75,2.73,61.51,4.75,-13.24
206.25,74.75,2.73,61.51,4.75,-13.24
206.26,74.75,2.73,61.51,4.75,-13.24
